title,price,location,url,breed,sex,age,ready_to_leave,kc_registered,microchipped,neutered,vaccinations,health_checks,seller_type,views,created,seller_name,membership_level,member_since
Excellent Golden Retriever Boy,"£1,850","Norton Canes,cannock, Staffordshire",https://www.preloved.co.uk/adverts/show/123006109/excellent-golden-retriever-boy,Golden Retriever,Male,2 months,Now,No,Yes,No,Lepto 4,Vet checked twice,Private Seller,207.0,21 days ago,sue,,June 2009
"Meet Sasha, currently residing in Merseyside",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/123006263/meet-sasha-currently-residing-in-merseyside,Mixed,Female,6 years,Now,No,Yes,Yes,Yes,Yes,Rescue,71.0,21 days ago,Pawprints2freedom,,August 2024
Ready now last girl £1200,"£1,200","St. Neots, Cambridgeshire",https://www.preloved.co.uk/adverts/show/123006094/ready-now-last-girl-1200,Dauchound cross cocker spaniel,Female,2 months,Now,No,Yes,No,Fully vaccinated,Yes,Private Seller,155.0,21 days ago,BigH89,,July 2020
Female French Bulldog to Rehome,£100,"Braintree, Essex",https://www.preloved.co.uk/adverts/show/123005829/female-french-bulldog-to-rehome,French Bulldog,Female,8 years,Now,No,Yes,Yes,,,Private Seller,862.0,22 days ago,AlexH77,,June 2025
Daschund femalecream 2 yr,"£1,500","Doncaster, Nottinghamshire",https://www.preloved.co.uk/adverts/show/123003188/daschund-femalecream-2-yr,Daschund,Female,2 years,Now,Yes - Breed Register,Yes,No,Fully vaccinated,,Private Seller,223.0,31 days ago,Carol,,April 2022
Beautiful 5 year old lurcher,£300,"Desborough, Northamptonshire",https://www.preloved.co.uk/adverts/show/123004985/beautiful-5-year-old-lurcher,Lurcher,Male,5 years,Now,No,Yes,No,First 2,Up until 2021,Private Seller,92.0,26 days ago,starzz,,December 2010
5 year old American Bullweiler needs loving new home,£100,"Hinckley, Leicestershire",https://www.preloved.co.uk/adverts/show/123005753/5-year-old-american-bullweiler-needs-loving-new-home,American Bullweiler,Male,5 years,Now,No,Yes,Yes,All,All,Private Seller,262.0,22 days ago,Karlnsam,,December 2023
Pomerian pups male beautiful babies,"£1,000","Sheffield, South Yorkshire",https://www.preloved.co.uk/adverts/show/123005460/pomerian-pups-male-beautiful-babies,Pomerian,Male,11 weeks,at 8 weeks,No,Yes,No,Yes,Yes,Private Seller,161.0,23 days ago,Hannah,,August 2022
2 young adult pugs 1 boy 1 girl,£350,"Southport, Merseyside",https://www.preloved.co.uk/adverts/show/122741760/2-young-adult-pugs-1-boy-1-girl,Pug,Male,2 years,Now,,Yes,,,,Private Seller,5141.0,457 days ago,Jane,,July 2013
Gorgeous clean frug for sale.,£250,"Welshpool, Powys",https://www.preloved.co.uk/adverts/show/122756684/gorgeous-clean-frug-for-sale,Frug,Female,4 years,Now,No,Yes,No,Up to date,No health problems.,Private Seller,2541.0,438 days ago,Kel,,June 2024
1 year 2 months Husky cross Lurcher female,£300,"Barlestone, Warwickshire",https://www.preloved.co.uk/adverts/show/123005647/1-year-2-months-husky-cross-lurcher-female,Husky cross lurcher,Female,14 months,Now,No,Yes,No,due February.  Needs one more season before being spayed. Marriage split makes it infeasible for me ,Yes,Private Seller,192.0,23 days ago,Liz,,December 2025
KC REGISTERED HEALTH TESTED FRENCH BULLDOGS,£595,"Leeds, West Yorkshire",https://www.preloved.co.uk/adverts/show/122982452/kc-registered-health-tested-french-bulldogs,French bulldog,Mixed Litter,3 years,Now,Yes - Breed Register,Yes,Yes,Yes,Yes,Private Seller,309.0,78 days ago,Kat,,March 2021
Beautiful outstanding male Keeshond,£800,"Castleford, W Yorkshire",https://www.preloved.co.uk/adverts/show/122983375/beautiful-outstanding-male-keeshond,Keeshond,Male,4 years,Now,Yes - Breed Register,Yes,No,Vanguard full vaccination s,Yearly health check with vaccinations,Private Seller,367.0,76 days ago,Antonia,,September 2011
Belgium shepherd x German shepherd,£500,"Stoke On Trent Staffordshire, Stoke On Trent",https://www.preloved.co.uk/adverts/show/123002945/belgium-shepherd-x-german-shepherd,Belgium shepherd,Mixed Litter,3 months,at 8 weeks,No,Yes,No,9002q900247695,Yes,Private Seller,133.0,32 days ago,emma,,December 2009
2 year old Border Collie for rehoming,£450,"Mansfield, Notts",https://www.preloved.co.uk/adverts/show/123005028/2-year-old-border-collie-for-rehoming,Border Collie,Female,2 years,Now,,Yes,No,,,Private Seller,1633.0,25 days ago,Kez0704,,December 2025
Jackchi needing a new forever home,£200,"Cheltenham, Glos",https://www.preloved.co.uk/adverts/show/123003042/jackchi-needing-a-new-forever-home,Jackchi,Male,20 months,Now,No,Yes,Yes,,,Private Seller,429.0,32 days ago,Ria,,January 2012
Amazing Siberian Huskies,"£1,300","Greenwish, United Kingdon",https://www.preloved.co.uk/adverts/show/123000223/amazing-siberian-huskies,Siberian Huskies,Male,6 weeks,at 8 weeks,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,27.0,39 days ago,JENNY,,June 2010
2 year old male Dalmatian cross pointer,£500,"Burton On Trent, Staffordshire",https://www.preloved.co.uk/adverts/show/123002707/2-year-old-male-dalmatian-cross-pointer,Dalmatian cross pointer,Female,2 years,Now,No,Yes,No,All up to a year old,,Private Seller,229.0,33 days ago,Moose,,December 2025
Intact male dapple daschund,£800,"Chesterfield, Derbyshire",https://www.preloved.co.uk/adverts/show/122997549/intact-male-dapple-daschund,Daschund,Male,9 months,Now,,Yes,No,,,Private Seller,44.0,46 days ago,Megz2012,,August 2012
3 Year old jack Russel cross,£50,"Bridport, Dorset",https://www.preloved.co.uk/adverts/show/123002508/3-year-old-jack-russel-cross,Jack Russel,Male,3 years,Now,No,Yes,No,he is not neuteredFluffy is a lovely boy but does have his issues because off this he needs a home w,Yes,Private Seller,400.0,33 days ago,jerri,,March 2015
Black and ginger daushand,£700,"Hucknall, Nottingham",https://www.preloved.co.uk/adverts/show/122995608/black-and-ginger-daushand,Daushund,Female,9 weeks,now! She has an amazing personality!! I can vaccinate and microchip her but probably best to do it y,No,Yes,No,Yes if you want me to do it,Been checked over by the vets,Private Seller,182.0,50 days ago,Kelly,,August 2023
18 month old Fluffy Frenchie,"£1,200","Rotherham, Southyorkshire",https://www.preloved.co.uk/adverts/show/123003413/18-month-old-fluffy-frenchie,Fluffy frenchie,Male,19 months,Now,Yes - Breed Register,Yes,No,Yes,N/a,Private Seller,148.0,31 days ago,hayley2284,,February 2014
Dior female pocket bully one yr,£300,"Tamworth, Staffordshire",https://www.preloved.co.uk/adverts/show/123004716/dior-female-pocket-bully-one-yr,Pocket bully,Female,12 months,Now,No,Yes,No,Yes,Yes,Private Seller,113.0,27 days ago,Tarajayne,,December 2025
"BAILEY, mature male lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122793086/bailey-mature-male-lurcher-in-rescue,Lurcher,Male,8 years,Now,No,Yes,Yes,Both doses,Yes,Rescue,1420.0,382 days ago,Lurcher Link Rescue,,December 2024
"LENNOX, male lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122790831/lennox-male-lurcher-in-rescue,lurcher,Male,4 years,Now,No,Yes,Yes,Both doses,Yes,Rescue,1419.0,386 days ago,Lurcher Link Rescue,,December 2024
"REGGIE, male bull-lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122793540/reggie-male-bull-lurcher-in-rescue,Lurcher,Male,6 years,Now,No,Yes,Yes,Both doses,Yes,Rescue,1191.0,382 days ago,Lurcher Link Rescue,,December 2024
14 week old blue Fawn Merle English bulldog,£900,"Spennymoor, Durham",https://www.preloved.co.uk/adverts/show/123004455/14-week-old-blue-fawn-merle-english-bulldog,English bulldog,Female,3 months,Now,No,Yes,No,L4,Yes full,Private Seller,131.0,27 days ago,terithebutch,,November 2009
Tri Black English Bulldog For Sale,£800,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/123001467/tri-black-english-bulldog-for-sale,English Bulldog,Male,18 months,Now,Yes - Breed Register,Yes,Yes,are up to date. We are having to rehome him as we just aren’t experienced enough to meet his needs. ,,Private Seller,105.0,36 days ago,Lauren,,March 2015
"MAX, small lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122790865/max-small-lurcher-in-rescue,Lurcher,Male,6 years,Now,No,Yes,Yes,Both doses,Yes,Rescue,3914.0,386 days ago,Lurcher Link Rescue,,December 2024
"Arthur, young male lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122972441/arthur-young-male-lurcher-in-rescue,Lurcher,Male,23 months,Now,No,Yes,Yes,Up-to-date,"Yes, vet checked",Rescue,344.0,99 days ago,Lurcher Link Rescue,,December 2024
"BERT, young male lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122997471/bert-young-male-lurcher-in-rescue,Lurcher,Male,13 months,Now,No,Yes,Yes,Up-to-date with Both doses,"Yes, vet checked on arrival in rescue",Rescue,113.0,46 days ago,Lurcher Link Rescue,,December 2024
"BULLET, male lurcher in rescue",£250,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122790861/bullet-male-lurcher-in-rescue,Lurcher,Male,3 years,Now,No,Yes,Yes,Both doses,Yes,Rescue,1254.0,386 days ago,Lurcher Link Rescue,,December 2024
5year old Minature daschuand,£500,"Llanon, Ceredigion",https://www.preloved.co.uk/adverts/show/123001480/5year-old-minature-daschuand,Miniature Dachshund,Female,5 years,Now,Yes - Breed Register,Yes,No,,,Private Seller,103.0,36 days ago,SamanthaHughes,,July 2025
F1 Miniature Labradoodles,"£1,200","King's Lynn, Norfolk",https://www.preloved.co.uk/adverts/show/123004717/f1-miniature-labradoodles,Miniature Labradoodles,Mixed Litter,7 weeks,at 8 weeks,No,Yes,No,,,Private Seller,72.0,27 days ago,DH,,August 2017
Tyson Staffordshire Bull terrier needs loving home aged 9,£250,"Warrington, Eng",https://www.preloved.co.uk/adverts/show/123004601/tyson-staffordshire-bull-terrier-needs-loving-home-aged-9,Staffordshire Bull Terrier,Male,9 years,Now,No,Yes,No,Yes due in may,Always had a yearly check every may,Private Seller,142.0,27 days ago,Flange8435,,December 2025
6 month old female cane corso,£550,"Middleton, West Yorkshire",https://www.preloved.co.uk/adverts/show/123004760/6-month-old-female-cane-corso,Cane corso,Female,6 months,Now,No,Yes,No,,,Private Seller,114.0,27 days ago,Katyp,,December 2025
"DAPHNE, young female lurcher in foster care",£300,"Halifax, West Yorkshire",https://www.preloved.co.uk/adverts/show/122898971/daphne-young-female-lurcher-in-foster-care,Lurcher,Female,2 years,Now,No,Yes,Yes,Up-to-date,"Yes, vet checked on arrival in rescue",Rescue,841.0,221 days ago,Lurcher Link Rescue,,December 2024
Beautiful French Bulldog for sale,£350,"Harold Hill, Essex",https://www.preloved.co.uk/adverts/show/122999920/beautiful-french-bulldog-for-sale,Frenchie,Female,5 years,Now,No,Yes,No,Yes,Yes,Private Seller,423.0,40 days ago,Lurch19899,,March 2025
"Mugs , Westie and Labrador, new",£4,"Upton Upon Severn, Worcester",https://www.preloved.co.uk/adverts/show/123006142/mugs-westie-and-labrador-new,Labrador Retriever,,,,,,,,,,8.0,21 days ago,Sharon,,August 2010
5 year old microchipped white lurcher dog,£300,"Rothwell, Northamptonshire",https://www.preloved.co.uk/adverts/show/123003617/5-year-old-microchipped-white-lurcher-dog,Lurcher,Male,5 years,Now,No,Yes,No,All vaccinations,All health checks,Private Seller,115.0,30 days ago,Top fisherman,,July 2015
1 year old Hunter the pomsky,£500,"Wellingborough, Northamptonshire",https://www.preloved.co.uk/adverts/show/123002752/1-year-old-hunter-the-pomsky,Pomsky,Male,16 months,Now,No,Yes,No,All,,Private Seller,154.0,33 days ago,Reexe1,,December 2025
Fluffy miniature dachshunds,"£1,000","Penkridge, Staffordshire",https://www.preloved.co.uk/adverts/show/123003422/fluffy-miniature-dachshunds,Miniature dachshund,Mixed Litter,9 weeks,at 8 weeks,No,Yes,No,,Yes,Private Seller,46.0,31 days ago,Abbie,,January 2012
"Meet Stark, currently residing in Essex",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/123003098/meet-stark-currently-residing-in-essex,Mixed,Kennels,11 months,Now,No,Yes,Yes,Yes,Yes,Rescue,338.0,32 days ago,Pawprints2freedom,,August 2024
"Meet Jess, currently residing in essex",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122780774/meet-jess-currently-residing-in-essex,Mixed,Male,8 years,Now,No,Yes,Yes,Yes,Yes,Rescue,906.0,406 days ago,Pawprints2freedom,,August 2024
KC LIVER COCKER SPANIEL BITCH,"£3,500","Kidderminster, Worcestershire",https://www.preloved.co.uk/adverts/show/122990764/kc-liver-cocker-spaniel-bitch,Cocker Spaniel,Female,4 years,Now,Yes - Breed Register,Yes,No,FOR LIFE PROGRAMME FOR THESE IS FULLY PAID.,YES,Private Seller,126.0,61 days ago,violetta,,August 2004
18month old Fluffy Frenchie,"£1,100","Rotherham, South Yorkshire",https://www.preloved.co.uk/adverts/show/123001942/18month-old-fluffy-frenchie,Fluffy Frenchie,Male,19 months,Now,Yes - Breed Register,Yes,No,Yes,No,Private Seller,28.0,35 days ago,BethanH,,December 2023
22 month old male puggle.,£200,"Scunthorpe, North Lincs",https://www.preloved.co.uk/adverts/show/123002111/22-month-old-male-puggle,Puggle,Male,23 months,Now,No,Yes,No,Canteen DHPPi x2. Lepto 2x3. Nobivac DHP. Laptop 4 x2.,Yearly,Private Seller,461.0,34 days ago,tezzacheff59,,May 2022
"Meet Jaspher, currently residing in Derbyshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122999383/meet-jaspher-currently-residing-in-derbyshire,Mixed,Female,16 months,Now,No,Yes,Yes,Yes,Yes,Rescue,231.0,41 days ago,Pawprints2freedom,,August 2024
2 year old American bull,£50,"Chorley, Lancashire",https://www.preloved.co.uk/adverts/show/122983023/2-year-old-american-bull,American bull,Female,2 years,Now,No,Yes,No,Yes,Yes,Private Seller,290.0,77 days ago,melissa alston,,September 2020
7 months old boy pomeranian,£750,"Bramford, Suffolk",https://www.preloved.co.uk/adverts/show/122998537/7-months-old-boy-pomeranian,Pomeranian,Male,8 months,Now,No,Yes,No,Has all vaccinations done,Had health check,Private Seller,93.0,43 days ago,J,,May 2022
3 year old female staffie/American bulldog,£50,"Andover, Hampshire, England",https://www.preloved.co.uk/adverts/show/123001930/3-year-old-female-staffieamerican-bulldog,Staffie/American bulldog,Female,3 years,Now,No,Yes,No,At birth,,Private Seller,229.0,35 days ago,Cabbiedaz,,December 2025
14 mth Female Dobbie cross,£300,"13, Lincolnshire",https://www.preloved.co.uk/adverts/show/122996584/14-mth-female-dobbie-cross,Doberman,Female,15 months,Now,No,Yes,No,Yes,No as always seemed healthy,Private Seller,964.0,48 days ago,Hanwell,,January 2005
8 year old border collie cross labrador,£100,"Whitby, North Yorkshire",https://www.preloved.co.uk/adverts/show/122994030/8-year-old-border-collie-cross-labrador,Border collie cross Labrador,Male,8 years,Now,No,Yes,Yes,,,Private Seller,455.0,54 days ago,Mel,,March 2024
8month old pocket bully female abkc,"£1,000","Sherwood, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122949047/8month-old-pocket-bully-female-abkc,Pocket bully,Female,12 months,Now,No,Yes,No,Yes,Yes,Private Seller,432.0,144 days ago,Nicola1987,,April 2008
20 month old Jack Russell x chihuahua (male),£450,"Chatham, Kent",https://www.preloved.co.uk/adverts/show/122989285/20-month-old-jack-russell-x-chihuahua-male,Mixed,Male,22 months,Now,No,Yes,No,Up to date,Up to date,Private Seller,700.0,64 days ago,Jennaspurway8,,April 2022
2 year old presa cross female,£200,"Hitchin, Herts",https://www.preloved.co.uk/adverts/show/122988817/2-year-old-presa-cross-female,Presa mastiff,Female,2 years,Now,No,Yes,No,,Embark,Private Seller,26.0,65 days ago,kerry,,March 2012
Beautiful Border collie bitch,£800,"Bishop Auckland, Durham",https://www.preloved.co.uk/adverts/show/122986396/beautiful-border-collie-bitch,Border collie,Female,3 years,Now,No,Yes,No,,,Rescue,98.0,70 days ago,Jeanie,,November 2013
Beautiful 14 month old merle entire male Bernedoodle,"£2,500","Winthorpe, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122985443/beautiful-14-month-old-merle-entire-male-bernedoodle,Bernedoodle (Bernese Mountain Dog x Standard Poodle,Male,16 months,Now,Yes - Breed Register,Yes,No,Fully up to date inc Kennel Cough,"All inc hip and eye scored. All records available, no issues found.",Private Seller,598.0,72 days ago,H,,September 2016
"Meet Carrie, currently residing in Cheshire",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122854097/meet-carrie-currently-residing-in-cheshire,Mixed,Female,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,247.0,291 days ago,Pawprints2freedom,,August 2024
"Meet Barney, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122888962/meet-barney-currently-residing-in-cheshire,Mixed,Male,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,848.0,238 days ago,Pawprints2freedom,,August 2024
"Meet Bella, currently residing in Merseyside",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122916630/meet-bella-currently-residing-in-merseyside,Mixed,Female,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,331.0,197 days ago,Pawprints2freedom,,August 2024
Olde English Bulldog 4 years old,£250,"Fleetwood, Lancashire",https://www.preloved.co.uk/adverts/show/122959099/olde-english-bulldog-4-years-old,Olde English bulldog,Female,4 years,Now,Yes - Breed Register,Yes,Yes,Yes,Yea,Private Seller,1020.0,126 days ago,Nicolekay98,,October 2017
5 year old parson terrier russel,£500,"Nottingham, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122887499/5-year-old-parson-terrier-russel,Parson Russell,Male,5 years,Now,Yes - Breed Register,Yes,No,,,Private Seller,862.0,240 days ago,Anna,,November 2017
RED FOX LABRADOR.superb quality,"£1,200","Uplawmoor, Renfrewshire",https://www.preloved.co.uk/adverts/show/122725123/red-fox-labradorsuperb-quality,labrador,Female,2 years,Now,Yes - Breed Register,Yes,No,all correct,full annual,Private Seller,2096.0,476 days ago,Laine,,June 2013
3 1/2 year old American pocket bully loves kids,£300,"Wellingborough, Northamptonshire",https://www.preloved.co.uk/adverts/show/123002019/3-12-year-old-american-pocket-bully-loves-kids,American pocket bully,Male,3 years,Now,No,Yes,No,,,Private Seller,119.0,35 days ago,Manliketubby,,September 2025
"Meet Ozzy, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122770275/meet-ozzy-currently-residing-in-cheshire,Mixed,Male,6 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1164.0,421 days ago,Pawprints2freedom,,August 2024
